,gene_name,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
301,RRS1,0.01,-4.2481318,-1.0,-1.0,0.01
305,MGST2,0.01,3.7950118,-1.0,-1.0,0.01
316,PLOD2,0.01,3.3239672,-1.0,-1.0,0.01
317,DNMT3B,0.01,-3.30728,-1.0,-1.0,0.01
329,UTF1,0.01,-9.676454,-1.0,-1.0,0.01
331,CALD1,0.01,-3.697727,-1.0,-1.0,0.01
337,CYB5A,0.01,-3.0250075,-1.0,-1.0,0.01
349,SRM,0.01,-3.9189312,-1.0,-1.0,0.01
350,GPATCH4,0.01,-5.0949845,-1.0,-1.0,0.01
355,RARRES2,0.01,-2.9632192,-1.0,-1.0,0.01
356,CHCHD10,0.01,-3.0072758,-1.0,-1.0,0.01
362,FAM89A,0.01,5.8229713,-1.0,-1.0,0.01
364,AC007405.6,0.01,3.2744577,-1.0,-1.0,0.01
366,SLC2A3,0.01,2.1465123,-1.0,-1.0,0.01
367,RPP25,0.01,-2.7079597,-1.0,-1.0,0.01
370,ACAT2,0.01,-2.776331,-1.0,-1.0,0.01
379,SRSF2,0.01,-2.9116485,-1.0,-1.0,0.01
382,L1TD1,0.01,-2.6606696,-1.0,-1.0,0.01
383,RP11-20D14.6,0.01,-2.4496622,-1.0,-1.0,0.01
387,RAB3B,0.01,2.2601202,-1.0,-1.0,0.01
391,H2AFX,0.01,-3.3693097,-1.0,-1.0,0.01
394,CYCS,0.01,-3.5116642,-1.0,-1.0,0.01
397,MT1X,0.01,-5.0143876,-1.0,-1.0,0.01
402,EIF4EBP1,0.01,-3.0344772,-1.0,-1.0,0.01
407,PGM1,0.01,3.4833806,-1.0,-1.0,0.01
408,FGFBP3,0.01,-5.155578,-1.0,-1.0,0.01
410,DPPA4,0.01,-2.8754501,-1.0,-1.0,0.01
412,PPP1R14B,0.01,-3.140394,-1.0,-1.0,0.01
413,CD24,0.01,-3.2618842,-1.0,-1.0,0.01
415,RHOBTB3,0.01,3.203508,-1.0,-1.0,0.01
416,ATP5G1,0.01,-3.3340328,-1.0,-1.0,0.01
419,POU5F1,0.01,-1.613357,-1.0,-1.0,0.01
424,OTX2,0.01,2.6566372,-1.0,-1.0,0.01
425,CSRP2,0.01,-1.6731958,-1.0,-1.0,0.01
426,NNAT,0.01,-4.0157433,-1.0,-1.0,0.01
427,MLLT11,0.01,-3.7050636,-1.0,-1.0,0.01
430,GSTO1,0.01,1.9958807,-1.0,-1.0,0.01
431,CASP3,0.01,-2.391818,-1.0,-1.0,0.01
433,TGIF1,0.01,2.2365818,-1.0,-1.0,0.01
435,CNTNAP2,0.01,2.5607817,-1.0,-1.0,0.01
443,HMGB3,0.01,-2.1433477,-1.0,-1.0,0.01
451,POLR3G,0.01,-6.3078036,-1.0,-1.0,0.01
457,MEST,0.01,-2.2070773,-1.0,-1.0,0.01
460,SLC2A1,0.01,2.941873,-1.0,-1.0,0.01
462,RND2,0.01,-2.8433907,-1.0,-1.0,0.01
464,DNAJB6,0.01,-2.4717693,-1.0,-1.0,0.01
466,AKAP12,0.01,-3.1411853,-1.0,-1.0,0.01
469,SAT1,0.01,3.36401,-1.0,-1.0,0.01
470,CLSPN,0.01,-5.535747,-1.0,-1.0,0.01
479,NOP16,0.01,-3.7570362,-1.0,-1.0,0.01
482,SLC39A8,0.01,2.4923742,-1.0,-1.0,0.01
489,BNIP3,0.01,4.2687807,-1.0,-1.0,0.01
491,ENO2,0.01,2.5815973,-1.0,-1.0,0.01
493,H2AFJ,0.01,-2.8035364,-1.0,-1.0,0.01
495,COL6A1,0.01,2.780932,-1.0,-1.0,0.01
497,WDR54,0.01,2.5305507,-1.0,-1.0,0.01
498,CD99,0.01,1.4761709,-1.0,-1.0,0.01
500,SLC25A4,0.01,-2.0658307,-1.0,-1.0,0.01
501,TNNT1,0.01,2.0977209,-1.0,-1.0,0.01
503,DNAJA1,0.01,-2.5623348,-1.0,-1.0,0.01
508,ARL4D,0.01,3.0416524,-1.0,-1.0,0.01
509,NME1,0.01,-3.269174,-1.0,-1.0,0.01
513,CCDC85B,0.01,-2.4765835,-1.0,-1.0,0.01
516,DUT,0.01,-2.013289,-1.0,-1.0,0.01
522,RBPMS2,0.01,-2.4715495,-1.0,-1.0,0.01
523,LYAR,0.01,-3.1696885,-1.0,-1.0,0.01
531,SLIRP,0.01,-2.7102945,-1.0,-1.0,0.01
536,TIMP1,0.01,1.5587361,-1.0,-1.0,0.01
541,C4orf3,0.01,2.2428265,-1.0,-1.0,0.01
542,TPM1,0.01,-1.957724,-1.0,-1.0,0.01
551,H2AFZ,0.01,-2.799281,-1.0,-1.0,0.01
557,PLA2G16,0.01,-1.8069665,-1.0,-1.0,0.01
561,CITED2,0.01,1.6421113,-1.0,-1.0,0.01
562,TERF1,0.01,-4.013845,-1.0,-1.0,0.01
563,IER2,0.01,-1.4723372,-1.0,-1.0,0.01
567,TCEAL9,0.01,1.3940309,-1.0,-1.0,0.01
572,PCNA,0.01,-2.9025214,-1.0,-1.0,0.01
573,HES6,0.01,-2.7752833,-1.0,-1.0,0.01
587,GINS2,0.01,-4.00947,-1.0,-1.0,0.01
597,NCOA4,0.01,2.8192992,-1.0,-1.0,0.01
602,SQLE,0.01,-2.8582816,-1.0,-1.0,0.01
606,IDI1,0.01,-3.4962106,-1.0,-1.0,0.01
608,VIM,0.01,2.9040463,-1.0,-1.0,0.01
625,FAM64A,0.01,-5.1713986,-1.0,-1.0,0.01
628,MYBL2,0.01,-4.0293794,-1.0,-1.0,0.01
629,MGST3,0.01,-1.1367418,-1.0,-1.0,0.01
638,HSP90AA1,0.01,-1.732025,-1.0,-1.0,0.01
640,CST3,0.01,1.6381065,-1.0,-1.0,0.01
656,BEX1,0.01,-1.7660515,-1.0,-1.0,0.01
676,CBR1,0.01,-2.1217794,-1.0,-1.0,0.01
680,TNFRSF12A,0.01,-1.4539968,-1.0,-1.0,0.01
683,PMAIP1,0.01,-1.8256863,-1.0,-1.0,0.01
701,NODAL,0.01,-4.2396073,-1.0,-1.0,0.01
717,C8orf76,0.01,2.1911964,-1.0,-1.0,0.01
732,KRT8,0.01,1.7767,-1.0,-1.0,0.01
733,TMEM123,0.01,1.6524916,-1.0,-1.0,0.01
735,PHLDA1,0.01,2.2921557,-1.0,-1.0,0.01
747,FAM162A,0.01,1.5345685,-1.0,-1.0,0.01
760,CENPW,0.01,-2.6391456,-1.0,-1.0,0.01
770,FEN1,0.01,-2.5612705,-1.0,-1.0,0.01
771,TK1,0.01,-3.599743,-1.0,-1.0,0.01
783,PKIG,0.01,1.2940153,-1.0,-1.0,0.01
797,PIF1,0.01,-4.4994416,-1.0,-1.0,0.01
807,SOCS2,0.01,-1.1860799,-1.0,-1.0,0.01
817,CA2,0.01,1.5195218,-1.0,-1.0,0.01
838,MPC2,0.01,-0.8921053,-1.0,-1.0,0.01
840,TUBB2B,0.01,1.0565208,-1.0,-1.0,0.01
856,CENPF,0.01,-4.2196054,-1.0,-1.0,0.01
864,UBE2C,0.01,-2.4489741,-1.0,-1.0,0.01
865,CKB,0.01,-1.0440859,-1.0,-1.0,0.01
874,CCNB1,0.01,-3.2354453,-1.0,-1.0,0.01
897,CKS2,0.01,-2.7268524,-1.0,-1.0,0.01
906,KPNA2,0.01,-2.4652913,-1.0,-1.0,0.01
909,CD200,0.01,1.3355079,-1.0,-1.0,0.01
910,TSC22D1,0.01,0.9938619,-1.0,-1.0,0.01
914,PRKCDBP,0.01,-1.4456083,-1.0,-1.0,0.01
927,TUBB2A,0.01,1.4902068,-1.0,-1.0,0.01
928,CDA,0.01,1.6994555,-1.0,-1.0,0.01
937,TUBA1A,0.01,-1.50121,-1.0,-1.0,0.01
940,CDKN3,0.01,-3.307339,-1.0,-1.0,0.01
946,ARPC5,0.01,-0.98930955,-1.0,-1.0,0.01
962,DHCR24,0.01,-1.2646505,-1.0,-1.0,0.01
969,AURKB,0.01,-2.7809465,-1.0,-1.0,0.01
980,ZWINT,0.01,-2.6816344,-1.0,-1.0,0.01
986,MAD2L1,0.01,-2.8613858,-1.0,-1.0,0.01
987,PTTG1,0.01,-2.4625056,-1.0,-1.0,0.01
1001,CDC20,0.01,-1.6529486,-1.0,-1.0,0.01
1011,UBE2S,0.01,-2.500356,-1.0,-1.0,0.01
1028,HIST1H4C,0.01,-1.8951086,-1.0,-1.0,0.01
1037,APOC1,0.01,1.702671,-1.0,-1.0,0.01
1044,DUSP6,0.01,1.2890183,-1.0,-1.0,0.01
1046,CD9,0.01,-1.0702137,-1.0,-1.0,0.01
1047,CLDN7,0.01,-0.8251698,-1.0,-1.0,0.01
1049,SPARC,0.01,0.9509848,-1.0,-1.0,0.01
1054,ID1,0.01,-2.0021007,-1.0,-1.0,0.01
1056,HMGB2,0.01,-1.8618703,-1.0,-1.0,0.01
1060,BIRC5,0.01,-2.2950876,-1.0,-1.0,0.01
1061,PRDX1,0.01,-0.9321113,-1.0,-1.0,0.01
1072,ARL6IP1,0.01,-0.7743988,-1.0,-1.0,0.01
1094,S100A10,0.01,-1.1697689,-1.0,-1.0,0.01
1098,TMEM98,0.01,-0.8125704,-1.0,-1.0,0.01
1118,PDLIM1,0.01,-0.85062635,-1.0,-1.0,0.01
1144,C4orf48,0.01,-0.97875226,-1.0,-1.0,0.01
1149,SMC4,0.01,-1.9984822,-1.0,-1.0,0.01
1152,B2M,0.01,-0.8398921,-1.0,-1.0,0.01
1172,TUBB4B,0.01,-1.1371506,-1.0,-1.0,0.01
1182,AURKA,0.01,-1.0996428,-1.0,-1.0,0.01
1205,CKS1B,0.01,-1.853683,-1.0,-1.0,0.01
1235,FABP5,0.01,-1.5139881,-1.0,-1.0,0.01
1324,H1F0,0.01,1.2364589,-1.0,-1.0,0.01
1342,RAB25,0.01,0.84184444,-1.0,-1.0,0.01
1362,SELENOP,0.01,0.8266118,-1.0,-1.0,0.01
1380,ADM,0.01,1.0389758,-1.0,-1.0,0.01
1401,CCNB2,0.01,-0.5536196,-1.0,-1.0,0.01
1402,EPCAM,0.01,0.98172265,-1.0,-1.0,0.01
1436,S100A13,0.01,-0.6021279,-1.0,-1.0,0.01
1447,PSAT1,0.01,-1.1254432,-1.0,-1.0,0.01
1454,IGFBP2,0.01,0.97466046,-1.0,-1.0,0.01
1491,NUDT4,0.01,0.9683099,-1.0,-1.0,0.01
1519,PERP,0.01,-0.7492739,-1.0,-1.0,0.01
1552,MAP1B,0.01,-0.79721117,-1.0,-1.0,0.01
1563,TUBA1B,0.01,-0.8752597,-1.0,-1.0,0.01
1564,RPRM,0.01,0.7995379,-1.0,-1.0,0.01
1610,PLPP2,0.01,0.6619351,-1.0,-1.0,0.01
1621,ZFP36L2,0.01,-0.818053,-1.0,-1.0,0.01
1646,IFITM3,0.01,0.6363319,-1.0,-1.0,0.01
1711,EGFL7,0.01,0.61208874,-1.0,-1.0,0.01
1721,MIR302B,0.01,-0.8090786,-1.0,-1.0,0.01
1737,KRT18,0.01,0.6341576,-1.0,-1.0,0.01
1740,PHGDH,0.01,-0.6273184,-1.0,-1.0,0.01
1743,SLC3A2,0.01,-0.60664797,-1.0,-1.0,0.01
