,gene_name,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
217,DNAJB6,0.01,-2.4874444,-1.0,-1.0,0.01
225,CLU,0.01,-4.8674746,-1.0,-1.0,0.01
230,FN1,0.01,5.665332,-1.0,-1.0,0.01
234,EOMES,0.01,5.765464,-1.0,-1.0,0.01
236,UTF1,0.01,-9.832791,-1.0,-1.0,0.01
240,VIM,0.01,3.0338647,-1.0,-1.0,0.01
246,RARRES2,0.01,-2.874521,-1.0,-1.0,0.01
247,ACOX3,0.01,4.5474186,-1.0,-1.0,0.01
260,CYB5A,0.01,-3.0382686,-1.0,-1.0,0.01
261,RHOBTB3,0.01,3.033964,-1.0,-1.0,0.01
264,PGM1,0.01,3.4427571,-1.0,-1.0,0.01
267,CXCR4,0.01,7.7900233,-1.0,-1.0,0.01
270,SFRP2,0.01,-2.4322374,-1.0,-1.0,0.01
272,ENO2,0.01,2.7851675,-1.0,-1.0,0.01
274,LINC00678,0.01,-4.2387457,-1.0,-1.0,0.01
276,CCKBR,0.01,4.2091513,-1.0,-1.0,0.01
280,SCGB3A2,0.01,-3.4244466,-1.0,-1.0,0.01
284,RRS1,0.01,-4.318172,-1.0,-1.0,0.01
291,SEPHS1,0.01,-2.5673876,-1.0,-1.0,0.01
296,RP11-132A1.3,0.01,-9.143107,-1.0,-1.0,0.01
298,TUBB6,0.01,-5.047911,-1.0,-1.0,0.01
302,FGFBP3,0.01,-5.27173,-1.0,-1.0,0.01
303,MLLT11,0.01,-3.6504972,-1.0,-1.0,0.01
310,LECT1,0.01,-5.603532,-1.0,-1.0,0.01
312,LY6E,0.01,2.161869,-1.0,-1.0,0.01
314,DUSP4,0.01,4.390022,-1.0,-1.0,0.01
316,PKM,0.01,3.1426988,-1.0,-1.0,0.01
318,GPATCH4,0.01,-4.867657,-1.0,-1.0,0.01
319,GPC4,0.01,3.014897,-1.0,-1.0,0.01
320,MT2A,0.01,-5.2473536,-1.0,-1.0,0.01
321,SERPINB9,0.01,3.280856,-1.0,-1.0,0.01
325,CALD1,0.01,-3.7653058,-1.0,-1.0,0.01
328,CADM1,0.01,3.4914384,-1.0,-1.0,0.01
329,BID,0.01,-4.58966,-1.0,-1.0,0.01
331,SLC2A1,0.01,3.2007022,-1.0,-1.0,0.01
332,FOXD3-AS1,0.01,-6.5905485,-1.0,-1.0,0.01
334,CD24,0.01,-3.2639542,-1.0,-1.0,0.01
336,LINC00458,0.01,6.379711,-1.0,-1.0,0.01
339,LYAR,0.01,-3.2237089,-1.0,-1.0,0.01
349,DPPA4,0.01,-2.799439,-1.0,-1.0,0.01
353,PLOD2,0.01,3.3297946,-1.0,-1.0,0.01
356,MGST2,0.01,3.884938,-1.0,-1.0,0.01
358,PPP1R14B,0.01,-3.1859875,-1.0,-1.0,0.01
361,SAT1,0.01,3.499693,-1.0,-1.0,0.01
362,PTGR1,0.01,2.7749968,-1.0,-1.0,0.01
363,DPYSL3,0.01,-3.526491,-1.0,-1.0,0.01
364,SLC2A3,0.01,2.1877587,-1.0,-1.0,0.01
365,DNMT3B,0.01,-3.4170356,-1.0,-1.0,0.01
367,RP11-20D14.6,0.01,-2.0748353,-1.0,-1.0,0.01
369,FAM89A,0.01,5.5376334,-1.0,-1.0,0.01
370,CLSPN,0.01,-5.7250404,-1.0,-1.0,0.01
371,TJP1,0.01,-2.2098804,-1.0,-1.0,0.01
374,RPP25,0.01,-2.7215858,-1.0,-1.0,0.01
375,RAB3B,0.01,2.218205,-1.0,-1.0,0.01
380,UCHL1,0.01,-4.7691197,-1.0,-1.0,0.01
381,SLC39A8,0.01,2.6558886,-1.0,-1.0,0.01
382,OTX2,0.01,2.9233851,-1.0,-1.0,0.01
385,PGK1,0.01,2.7328348,-1.0,-1.0,0.01
386,HN1,0.01,-3.6528995,-1.0,-1.0,0.01
387,SRM,0.01,-3.8809903,-1.0,-1.0,0.01
393,NOP16,0.01,-3.834691,-1.0,-1.0,0.01
394,CHCHD10,0.01,-3.0058777,-1.0,-1.0,0.01
401,CYCS,0.01,-3.6126509,-1.0,-1.0,0.01
402,SRSF2,0.01,-3.0146065,-1.0,-1.0,0.01
408,THY1,0.01,-5.4690714,-1.0,-1.0,0.01
409,HES6,0.01,-3.0295987,-1.0,-1.0,0.01
418,CCDC85B,0.01,-2.4131415,-1.0,-1.0,0.01
419,DNAJA1,0.01,-2.6683004,-1.0,-1.0,0.01
421,CDH2,0.01,4.4729023,-1.0,-1.0,0.01
424,CASP3,0.01,-2.3765872,-1.0,-1.0,0.01
427,POLR3G,0.01,-6.073552,-1.0,-1.0,0.01
432,AC007405.6,0.01,3.3126206,-1.0,-1.0,0.01
434,P3H2,0.01,6.2832794,-1.0,-1.0,0.01
435,TERF1,0.01,-3.997862,-1.0,-1.0,0.01
440,CD99,0.01,1.5791003,-1.0,-1.0,0.01
443,C4orf3,0.01,2.2894068,-1.0,-1.0,0.01
445,CAV1,0.01,-3.094193,-1.0,-1.0,0.01
446,H2AFZ,0.01,-2.9078047,-1.0,-1.0,0.01
447,ARHGAP29,0.01,3.446273,-1.0,-1.0,0.01
457,ACAT2,0.01,-2.933884,-1.0,-1.0,0.01
458,TGIF1,0.01,2.3482,-1.0,-1.0,0.01
459,BNIP3,0.01,4.3556533,-1.0,-1.0,0.01
463,HMGB3,0.01,-2.3097923,-1.0,-1.0,0.01
467,POU5F1,0.01,-1.5267031,-1.0,-1.0,0.01
476,H2AFJ,0.01,-2.602864,-1.0,-1.0,0.01
477,ARL4D,0.01,3.0813293,-1.0,-1.0,0.01
483,EIF4EBP1,0.01,-2.999415,-1.0,-1.0,0.01
489,NNAT,0.01,-3.9897845,-1.0,-1.0,0.01
490,IER2,0.01,-1.6099546,-1.0,-1.0,0.01
492,ATP5G1,0.01,-3.3345425,-1.0,-1.0,0.01
499,GSTO1,0.01,2.191315,-1.0,-1.0,0.01
500,RND2,0.01,-2.698895,-1.0,-1.0,0.01
504,CNTNAP2,0.01,2.6603682,-1.0,-1.0,0.01
505,HSP90AA1,0.01,-1.9359189,-1.0,-1.0,0.01
506,SLIRP,0.01,-2.6524315,-1.0,-1.0,0.01
509,WDR54,0.01,2.8323188,-1.0,-1.0,0.01
510,AKAP12,0.01,-2.9105864,-1.0,-1.0,0.01
513,RBPMS2,0.01,-2.4440584,-1.0,-1.0,0.01
517,TPM1,0.01,-1.934383,-1.0,-1.0,0.01
519,SOX2,0.01,-4.4689174,-1.0,-1.0,0.01
526,TIMP1,0.01,1.6756543,-1.0,-1.0,0.01
530,MEST,0.01,-2.170868,-1.0,-1.0,0.01
535,NME1,0.01,-3.272851,-1.0,-1.0,0.01
536,CSRP2,0.01,-1.7048998,-1.0,-1.0,0.01
539,TNNT1,0.01,2.0643775,-1.0,-1.0,0.01
540,TCEAL9,0.01,1.3984416,-1.0,-1.0,0.01
542,H2AFX,0.01,-3.3760438,-1.0,-1.0,0.01
548,CITED2,0.01,1.7976612,-1.0,-1.0,0.01
553,SLC25A4,0.01,-2.043895,-1.0,-1.0,0.01
557,FAM64A,0.01,-5.487275,-1.0,-1.0,0.01
571,DUT,0.01,-2.0658107,-1.0,-1.0,0.01
575,IDI1,0.01,-3.4314547,-1.0,-1.0,0.01
581,GINS2,0.01,-4.329123,-1.0,-1.0,0.01
585,TNFRSF12A,0.01,-1.4589517,-1.0,-1.0,0.01
596,NCOA4,0.01,2.8670456,-1.0,-1.0,0.01
602,SQLE,0.01,-2.9429772,-1.0,-1.0,0.01
620,PCNA,0.01,-2.930533,-1.0,-1.0,0.01
625,MYBL2,0.01,-3.9102368,-1.0,-1.0,0.01
632,CST3,0.01,1.5590872,-1.0,-1.0,0.01
642,FAM162A,0.01,1.6224424,-1.0,-1.0,0.01
644,TSC22D1,0.01,1.2236931,-1.0,-1.0,0.01
663,PHLDA1,0.01,2.688841,-1.0,-1.0,0.01
675,DHCR24,0.01,-1.417988,-1.0,-1.0,0.01
701,PLA2G16,0.01,-1.6234841,-1.0,-1.0,0.01
718,MPC2,0.01,-1.01781,-1.0,-1.0,0.01
722,C8orf76,0.01,2.550303,-1.0,-1.0,0.01
735,FEN1,0.01,-2.6800785,-1.0,-1.0,0.01
739,TK1,0.01,-3.9603825,-1.0,-1.0,0.01
742,SOCS2,0.01,-1.3211769,-1.0,-1.0,0.01
743,CBR1,0.01,-1.9924054,-1.0,-1.0,0.01
751,MGST3,0.01,-1.1007904,-1.0,-1.0,0.01
759,KRT8,0.01,1.7724781,-1.0,-1.0,0.01
775,PIF1,0.01,-4.4348245,-1.0,-1.0,0.01
782,NODAL,0.01,-3.8913004,-1.0,-1.0,0.01
792,CKB,0.01,-1.1063677,-1.0,-1.0,0.01
799,CENPW,0.01,-2.7252998,-1.0,-1.0,0.01
806,UBE2C,0.01,-2.6339717,-1.0,-1.0,0.01
807,PMAIP1,0.01,-1.8258365,-1.0,-1.0,0.01
809,CD200,0.01,1.4863832,-1.0,-1.0,0.01
811,CDA,0.01,1.9447557,-1.0,-1.0,0.01
826,CA2,0.01,1.533022,-1.0,-1.0,0.01
843,CENPF,0.01,-4.4672537,-1.0,-1.0,0.01
863,BEX1,0.01,-1.5966376,-1.0,-1.0,0.01
880,CLDN7,0.01,-1.0219796,-1.0,-1.0,0.01
885,CCNB1,0.01,-3.2857296,-1.0,-1.0,0.01
887,TMEM123,0.01,1.4582663,-1.0,-1.0,0.01
889,KPNA2,0.01,-2.578176,-1.0,-1.0,0.01
903,CKS2,0.01,-2.7715766,-1.0,-1.0,0.01
942,TUBB2B,0.01,0.99925643,-1.0,-1.0,0.01
944,CDC20,0.01,-1.7698381,-1.0,-1.0,0.01
947,PKIG,0.01,1.0666434,-1.0,-1.0,0.01
948,PRDX1,0.01,-1.0300016,-1.0,-1.0,0.01
953,PRKCDBP,0.01,-1.384906,-1.0,-1.0,0.01
954,AURKB,0.01,-2.8463094,-1.0,-1.0,0.01
966,UBE2S,0.01,-2.694799,-1.0,-1.0,0.01
972,TUBB2A,0.01,1.4212917,-1.0,-1.0,0.01
973,CDKN3,0.01,-3.5354443,-1.0,-1.0,0.01
983,PTTG1,0.01,-2.767541,-1.0,-1.0,0.01
998,APOC1,0.01,1.7163287,-1.0,-1.0,0.01
1003,TUBA1A,0.01,-1.2898892,-1.0,-1.0,0.01
1004,SELENOP,0.01,1.1288812,-1.0,-1.0,0.01
1014,HMGB2,0.01,-1.9650359,-1.0,-1.0,0.01
1022,DUSP6,0.01,1.3614011,-1.0,-1.0,0.01
1048,RAB25,0.01,1.0649762,-1.0,-1.0,0.01
1052,ARPC5,0.01,-0.9838374,-1.0,-1.0,0.01
1058,MAD2L1,0.01,-2.8507533,-1.0,-1.0,0.01
1076,CD9,0.01,-1.0307698,-1.0,-1.0,0.01
1082,ID1,0.01,-2.097498,-1.0,-1.0,0.01
1086,ZWINT,0.01,-2.7519612,-1.0,-1.0,0.01
1097,SMC4,0.01,-2.130765,-1.0,-1.0,0.01
1101,BIRC5,0.01,-2.6011388,-1.0,-1.0,0.01
1123,HIST1H4C,0.01,-1.7804952,-1.0,-1.0,0.01
1138,C4orf48,0.01,-0.9820598,-1.0,-1.0,0.01
1171,TUBB4B,0.01,-1.1413593,-1.0,-1.0,0.01
1175,FABP5,0.01,-1.5676543,-1.0,-1.0,0.01
1177,CKS1B,0.01,-1.9599985,-1.0,-1.0,0.01
1189,H1F0,0.01,1.3737808,-1.0,-1.0,0.01
1196,ARL6IP1,0.01,-0.6771463,-1.0,-1.0,0.01
1218,EPCAM,0.01,1.0728967,-1.0,-1.0,0.01
1280,S100A10,0.01,-1.1013306,-1.0,-1.0,0.01
1316,AURKA,0.01,-0.85573494,-1.0,-1.0,0.01
1352,SPARC,0.01,0.81600434,-1.0,-1.0,0.01
1368,CCNB2,0.01,-0.53087497,-1.0,-1.0,0.01
1393,GNPNAT1,0.01,0.7325211,-1.0,-1.0,0.01
1420,ADM,0.01,1.1220479,-1.0,-1.0,0.01
1446,RPRM,0.01,0.88066924,-1.0,-1.0,0.01
1452,NUDT4,0.01,0.9783273,-1.0,-1.0,0.01
1453,IGFBP2,0.01,0.9903736,-1.0,-1.0,0.01
1495,PDLIM1,0.01,-0.7288203,-1.0,-1.0,0.01
1510,PLPP2,0.01,0.70635813,-1.0,-1.0,0.01
1517,EGFL7,0.01,0.66732717,-1.0,-1.0,0.01
1531,PSAT1,0.01,-0.96847206,-1.0,-1.0,0.01
1533,TUBA1B,0.01,-0.9035551,-1.0,-1.0,0.01
1550,MIR302B,0.01,-1.0241176,-1.0,-1.0,0.01
1556,B2M,0.01,-0.695786,-1.0,-1.0,0.01
1613,PERP,0.01,-0.757262,-1.0,-1.0,0.01
1617,ZFP36L2,0.01,-0.74300516,-1.0,-1.0,0.01
1632,MAP1B,0.01,-0.7190327,-1.0,-1.0,0.01
1665,TMEM98,0.01,-0.54474413,-1.0,-1.0,0.01
1666,IFITM3,0.01,0.64171773,-1.0,-1.0,0.01
1693,ODC1,0.01,-0.694643,-1.0,-1.0,0.01
1728,SLC3A2,0.01,-0.621946,-1.0,-1.0,0.01
1738,TAGLN2,0.01,0.68645704,-1.0,-1.0,0.01
