,gene_name,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
947,CDC20,0.01,-1.378317,-1.0,-1.0,0.01
976,UBE2C,0.01,-1.4807755,-1.0,-1.0,0.01
1060,GINS2,0.01,-2.1658013,-1.0,-1.0,0.01
1063,RDX,0.01,0.87030107,-1.0,-1.0,0.01
1088,AURKB,0.01,-1.817042,-1.0,-1.0,0.01
1145,HIST1H4C,0.01,-0.93109816,-1.0,-1.0,0.01
1220,BIRC5,0.01,-1.423422,-1.0,-1.0,0.01
1237,DUT,0.01,-1.178529,-1.0,-1.0,0.01
1240,CBR1,0.01,-1.3042781,-1.0,-1.0,0.01
1252,AKAP12,0.01,-1.3035789,-1.0,-1.0,0.01
1286,PCNA,0.01,-1.2154654,-1.0,-1.0,0.01
1290,S100A10,0.01,-0.9793554,-1.0,-1.0,0.01
1300,TK1,0.01,-1.9256784,-1.0,-1.0,0.01
1302,GYPC,0.01,1.0124251,-1.0,-1.0,0.01
1316,ZFP36L2,0.01,-0.91026086,-1.0,-1.0,0.01
1319,HMGB2,0.01,-0.948071,-1.0,-1.0,0.01
1320,CTSV,0.01,-0.93008006,-1.0,-1.0,0.01
1348,H1F0,0.01,1.1419729,-1.0,-1.0,0.01
1355,ARL6IP1,0.01,-0.5846764,-1.0,-1.0,0.01
1374,AURKA,0.01,-0.65902954,-1.0,-1.0,0.01
1381,HSP90AA1,0.01,-0.8196417,-1.0,-1.0,0.01
1395,HSP90B1,0.01,0.80212,-1.0,-1.0,0.01
1436,SLC3A2,0.01,-0.79584527,-1.0,-1.0,0.01
1454,CNTNAP2,0.01,1.0777534,-1.0,-1.0,0.01
1456,IFITM3,0.01,0.7419472,-1.0,-1.0,0.01
1467,PKIG,0.01,0.7369186,-1.0,-1.0,0.01
1469,FEN1,0.01,-0.9503285,-1.0,-1.0,0.01
1521,TDGF1,0.01,-1.2432909,-1.0,-1.0,0.01
1529,SMC4,0.01,-0.8659925,-1.0,-1.0,0.01
1543,EPCAM,0.01,-0.9466524,-1.0,-1.0,0.01
